lake,ecotype,group,id,sex,group.loc.sex,mass,length,ventricle.mg,liver.g,per.red.muscle,WMprotein20x,COX.wm,COX.wm.prot,CS.wm,CS.wm.prot,MDH.wm,MDH.wm.prot,CPK.wm,CPK.wm.prot,PGI.wm,PGI.wm.prot,PFK.wm,PFK.wm.prot,TPI.wm,TPI.wm.prot,PK.wm,PK.wm.prot,LDH.wm,LDH.wm.prot,WMprotein10x,ActiveGPase,ActiveGPase.protein,TotalGPase,TotalGPase.protein,ActiveGSase,ActiveGSase.protein,TotalGSase,TotalGSase.protein,GPDH,GPDH.protein,ProteinLiv.20x,COX.liv,COX.liv.prot,HOAD.liv,HOAD.liv.prot,CS.liv,CS.liv.prot,MDH.liv,MDH.liv.prot,CPK.liv,CPK.liv.prot,PGI.liv,PGI.liv.prot,PFK.liv,PFK.liv.prot,TPI.liv,TPI.liv.prot,ADL.liv,ADL.liv.prot,GAPDH.liv,GAPDH.liv.prot,PK.liv,PK.liv.prot,LDH.liv,LDH.liv.prot,Notes.SampleQuality,Notes.EcotypeClassification,Notes.other,Labels.Notes
cliff,normal,cn,CN7,M,cn-male,376.2,32.3,180,2.8,3.345,102.72,1.68,0.01635514,1.482352941,0.014431006,23.27438371,0.226580838,944.1425509,9.191418915,204.4356913,1.990222851,18.68445874,0.181896989,3106.859593,30.24590725,317.8849589,3.094674444,193.0289389,1.879175807,78.09,1.99,0.025483417,14.94,0.19131771,0,0,2.03,0.025995646,15.27,0.195543604,132.84,6.17,0.046446853,1.72,0.0129,4.74,0.0357,58.02,0.437,166.99,1.26,33.84,0.2547,1.29,0.0097,729.74,5.49,4.57,0.0344,14.02,0.106,2.48,0.0187,15.11,0.113716571,,,,
cliff,normal,cn,CN8,M,cn-male,356.8,33,210,1.87,2.747,121.84,1.32,0.01083388,1.636764706,0.013433722,22.31093248,0.183116649,993.1404073,8.151185221,138.5637728,1.137260118,10.83612004,0.088937295,3050.56806,25.03749228,192.1543408,1.577103913,128.0707395,1.051138702,73.62,6.67,0.09060038,14.07,0.191116544,0.06,0.000814996,1.71,0.023227384,17.62,0.239337137,,,,,,,,,,,,,,,,,,,,,,,,,,abnormally large spleen,,,
cliff,normal,cn,CN9,M,cn-male,442.6,34.3,270,3.51,3.799,127.24,1.84,0.014460861,1.483382353,0.011658145,29.33654877,0.230560742,1293.279743,10.16409732,241.4040729,1.897234147,11.77792069,0.092564608,3894.94105,30.61097964,294.8501608,2.317275706,179.3440514,1.409494274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED1,M,ed-male,41.1,16.9,20,0.19,5.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED10,M,ed-male,34.6,16.7,30,0.22,4.322,109.56,2.09,0.019076305,1.811764706,0.016536735,16.19464094,0.14781527,1148.263666,10.48068333,145.0589496,1.324013779,20.18917471,0.184275052,1883.601286,17.19241773,200.4573062,1.829657778,113.8096463,1.038788301,82.72,5.58,0.06745648,11.06,0.133704062,0,0,1.69,0.020430368,12.73,0.15389265,143.72,7.09,0.049332035,1.64,0.0114,3.54,0.0246,134.14,0.933,326.07,2.27,35.85,0.2495,1.56,0.0109,568.49,3.96,7.73,0.0538,15.43,0.107,2.01,0.014,19.14,0.133197097,near death when sampled,,,
east,dwarf,ed,ED11,M,ed-male,68.1,20.3,50,0.45,4.076,74.64,1.18,0.015809218,1.467735294,0.019664192,20.68167203,0.277085638,1301.125402,17.43201235,305.4335477,4.092089331,16.96323687,0.227267375,4142.8403,55.50429126,235.685602,3.157631324,160.2572347,2.147069061,74.46,5.11,0.068627451,11.82,0.158742949,0,0,2.03,0.02726296,13.32,0.178887994,120.16,5.43,0.045189747,0.82,0.0068,2.57,0.0214,51.83,0.431,254.44,2.12,39.31,0.3271,1.53,0.0127,677.81,5.64,7.52,0.0625,17.18,0.143,2.21,0.0184,17.88,0.14876467,,,,
east,dwarf,ed,ED12,M,ed-male,34.4,15.8,20,0.18,3.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED13,M,ed-male,80.3,20.8,60,0.46,2.037,139.04,1.59,0.011435558,1.602794118,0.011527576,22.58156484,0.162410564,1511.243301,10.86912616,179.5916399,1.291654487,18.87931404,0.135783329,6052.530547,43.53085836,245.5305466,1.765898638,133.2475884,0.958339963,95.26,8.38,0.087969767,15.63,0.164077262,0,0,2.05,0.02152005,21.65,0.227272727,138.08,6.59,0.047725956,1.86,0.0135,3.06,0.0222,68.68,0.497,395.5,2.86,30.13,0.2182,1.23,0.0089,705.14,5.11,4.07,0.0295,16.96,0.123,2.57,0.0186,17.1,0.12386221,,,,
east,dwarf,ed,ED14,M,ed-male,13.3,12,10,0.09,3.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED15,F,ed-female,53,18.6,20,0.34,,156.6,2.06,0.013154534,1.935294118,0.0123582,18.02628081,0.11511035,921.335477,5.883368308,168.8745981,1.078381852,17.21221865,0.109911996,3347.397642,21.37546387,263.9963416,1.685800393,195.8199357,1.250446588,76.92,5.22,0.067862715,13.74,0.178627145,0.29,0.003770151,2.03,0.026391056,15.89,0.206578263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED16,M,ed-male,18.3,13.5,10,0.11,4.167,70.76,2.35,0.033210854,1.884852941,0.026637266,18.09989282,0.255792719,1186.495177,16.76787983,140.187567,1.981169686,23.05787781,0.325860342,4714.415863,66.62543616,241.6162915,3.414588631,159.3569132,2.252076218,71.48,6.24,0.087297146,13.16,0.184107443,0,0,1.72,0.024062675,6.85,0.095831002,142,12.8,0.090140845,2.53,0.0179,3.46,0.0244,79.64,0.561,874.93,6.16,37.43,0.2636,1.58,0.0111,653.76,4.6,7.37,0.0519,16.93,0.119,2.57,0.0181,18.59,0.130897604,,,,
east,dwarf,ed,ED17,M,ed-male,54.9,18.6,40,0.4,3.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED18,F,ed-female,49.5,17.7,30,0.26,4.572,112.2,2.06,0.018360071,1.637794118,0.014597096,15.52022508,0.138326427,1267.792069,11.29939455,204.5980707,1.823512217,23.01241158,0.205101707,3298.46731,29.39810437,295.3483387,2.632338135,195.3697749,1.741263591,,,,,,,,,,,,158.84,6.95,0.043754722,1.61,0.0102,3.15,0.0198,71.19,0.448,424.06,2.67,34.55,0.2175,1.24,0.0078,663.05,4.17,6.18,0.0389,15.53,0.098,2.88,0.0181,16.1,0.101333543,,,,
east,dwarf,ed,ED19,M,ed-male,43.8,17.1,20,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED2,M,ed-male,52.5,17.6,50,0.31,4.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED20,M,ed-male,50.5,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED21,M,ed-male,44.6,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED22,M,ed-male,52,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED23,M,ed-male,46,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED24,M,ed-male,83.9,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED25,M,ed-male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.92,5.4,0.060053381,,0,2.72,0.0303,51.79,0.576,740.46,8.23,23.77,0.2644,0.84,0.0093,415.43,4.62,5.18,0.0576,10.09,0.112,3.38,0.0375,13.69,0.152257527,,,,
east,dwarf,ed,ED26,F,ed-female,25,15.8,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.12,8.39,0.060307648,1.29,0.0093,4.14,0.0298,116.52,0.838,313.32,2.25,34.99,0.2515,1.54,0.0111,506.72,3.64,3.9,0.028,16.59,0.119,2.69,0.0193,16.06,0.115447766,,,,
east,dwarf,ed,ED27,M,ed-male,58.9,18.7,30,0.46,,125.56,1.67,0.013300414,1.811764706,0.014429474,21.28252947,0.169500872,1288.885316,10.2650949,207.8456592,1.655349309,18.83601286,0.150016031,6351.308682,50.58385379,315.5126831,2.512843924,206.1736334,1.64203276,67.54,3.95,0.058483861,14.14,0.209357418,0.12,0.001776725,1.96,0.02901984,12.87,0.190553746,141.2,12.41,0.087889518,1.49,0.0106,2.69,0.019,68.34,0.484,468.89,3.32,34.27,0.2427,1.4,0.0099,581.61,4.12,5.36,0.0379,16.57,0.117,2.33,0.0165,14.27,0.101081224,,,,
east,dwarf,ed,ED28,M,ed-male,41.2,17.4,30,0.22,2.661,146.16,1.44,0.009852217,1.122058824,0.007676921,12.25423365,0.083841226,1248.456592,8.541711768,138.5637728,0.948028002,14.8306538,0.101468622,2078.456592,14.22042003,186.935334,1.278977381,123.3440514,0.843897451,84.92,4.97,0.058525671,11.35,0.133655205,0,0,1.36,0.016015073,11.2,0.131888837,107.84,4.62,0.042841246,0.89,0.0083,2.76,0.0256,105.99,0.983,224.56,2.08,29.66,0.275,1.09,0.0101,346.56,3.21,4.43,0.0411,12.24,0.113,1.8,0.0167,12.61,0.116893433,,,,
east,dwarf,ed,ED29,F,ed-female,106,22.5,60,0.67,4.705,87.76,1.45,0.016522334,1.564705882,0.017829374,18.95819936,0.216023238,960.664523,10.94649639,408.8713826,4.658971999,12.27588424,0.139880176,3353.676313,38.21417859,301.2790282,3.432988015,207.3530547,2.362728518,107.46,8.56,0.079657547,14.8,0.137725665,0.13,0.001209752,1.66,0.015447608,22.73,0.211520566,190.72,7.26,0.038066275,1.48,0.0078,3.9,0.0204,126.75,0.665,475.92,2.5,29.59,0.1551,0.99,0.0052,617.68,3.24,4.65,0.0244,15.02,0.079,2.17,0.0114,14.59,0.07647446,,May be a hybrid,,
east,dwarf,ed,ED3,M,ed-male,14.9,12.4,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED30,F,ed-female,42.8,17.5,20,0.27,,91.08,2.29,0.025142732,1.615147059,0.017733279,17.22845659,0.189157407,942.7802787,10.35112295,175.3697749,1.925447682,23.02540193,0.252804149,3900.353698,42.82338272,257.7714898,2.830165676,192.7588424,2.116368494,,,,,,,,,,,,137.52,9.63,0.070026178,1.83,0.0133,4.3,0.0313,114.41,0.832,426.26,3.1,30.68,0.2231,0.97,0.007,557.56,4.05,4.4,0.032,15.41,0.112,1.63,0.0119,13.89,0.101008401,,,,
east,dwarf,ed,ED31,F,ed-female,56.7,17.7,20,0.34,4.665,138.6,2.35,0.016955267,1.883823529,0.0135918,13.44501608,0.097005888,1135.080386,8.189613175,233.8263666,1.687058922,18.12154341,0.130747066,3552.861736,25.63392306,326.555627,2.356101205,197.0803859,1.421936406,,,,,,,,,,,,122.24,8.46,0.069208115,2.08,0.017,4.15,0.034,115.23,0.943,1328,10.86,33.77,0.2763,1.28,0.0105,814.47,6.66,1.68,0.0138,14.08,0.115,3.76,0.0308,15.03,0.122938271,,,,
east,dwarf,ed,ED32,M,ed-male,45.5,18.9,20,0.28,3.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED4,F,ed-female,15,12.6,,0.1,,78.16,1.53,0.01957523,0.936764706,0.011985219,12.83879957,0.164263045,949.1961415,12.14426998,119.0782422,1.523518964,25.51954984,0.326503964,2522.293676,32.27090169,179.2254377,2.293058312,119.814791,1.532942567,54.03,3.63,0.067184897,12.08,0.223579493,0,0,1.49,0.027577272,2.38,0.044049602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED5,F,ed-female,15.1,12.5,,0.07,3.171,73.48,1.59,0.021638541,1.6975,0.023101524,16.58842444,0.225754279,1013.338692,13.79067354,369.1425509,5.023714628,28.48135048,0.387606838,3160.986066,43.01831881,220.5030368,3.000857877,199.8713826,2.720078696,85.32,7.72,0.090482888,14,0.164088139,0,0,1.9,0.022269105,15.16,0.177684013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED6,F,ed-female,23.6,15.3,10,0.08,3.939,74.36,1.04,0.013986014,0.967647059,0.013013005,15.32861736,0.206140632,954.0300107,12.8298818,93.09753483,1.251984062,34.96570204,0.470221921,3315.787781,44.59101373,123.3583423,1.658934135,62.1221865,0.835424778,51.52,4.79,0.092973602,8.38,0.16265528,0,0,0.76,0.014751553,5.39,0.104619565,137.44,9.03,0.065701397,1.75,0.0127,2.9,0.0211,66.36,0.483,486.02,3.54,34.41,0.2504,1.43,0.0104,448.23,3.26,4.92,0.0358,13.82,0.101,3.08,0.0224,16.44,0.119638292,,,,
east,dwarf,ed,ED7,F,ed-female,14.9,12.4,,0.1,4.789,105.48,1.73,0.016401214,1.767602941,0.016757707,15.26366559,0.144706727,1164.742765,11.04230911,119.0782422,1.12891773,16.18381565,0.153430182,2402.132905,22.7733495,183.8513755,1.742997492,128.7459807,1.220572437,74.56,5.69,0.076314378,8.67,0.116282189,0,0,1.69,0.022666309,9.73,0.130498927,141.6,10.4,0.073446328,,,5.31,0.0375,88.84,0.627,383.19,2.71,31.82,0.2247,1.88,0.0133,361.86,2.56,7.33,0.0518,15.87,0.112,,,14.64,0.103370756,,,,
east,dwarf,ed,ED8,M,ed-male,13.5,12.1,,0.06,3.769,76.8,1.95,0.025390625,1.535882353,0.019998468,13.49697749,0.175741894,1021.08896,13.29542917,140.7288317,1.832406663,20.76291533,0.27035046,2687.920686,34.99896727,160.0100036,2.083463589,109.0289389,1.419647642,62.6,6.42,0.102555911,12.4,0.198083067,0,0,2.11,0.03370607,6.4,0.102236422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,dwarf,ed,ED9,M,ed-male,32,16,20,0.09,4.071,96.56,1.63,0.016880696,1.688235294,0.017483796,18.07824223,0.18722289,1007.501393,10.43394152,110.4180064,1.143517051,18.51125402,0.19170727,1591.318328,16.48009867,164.873169,1.70746861,108.0385852,1.118875157,69.76,5.73,0.082138761,13.05,0.187069954,0.12,0.001720183,1.72,0.024655963,12.41,0.177895642,201.88,7.62,0.037745195,2.52,0.0125,4.55,0.0226,64.9,0.321,177.97,0.88,44.06,0.2182,1.66,0.0082,,,7.38,0.0365,14.97,0.074,1.63,0.0081,12.15,0.06020577,,,,
east,normal,en,EN1,M,en-male,120.2,23.5,80,0.13,2.057,153.4,2.04,0.013298566,1.719117647,0.011206764,19.38128296,0.126344739,1131.564845,7.376563527,208.9649946,1.362222911,22.14530547,0.144363139,3431.618435,22.37039397,257.3919257,1.677913466,175.6527331,1.145063449,73.46,7.43,0.101143479,13.38,0.18213994,0,0,1.98,0.026953444,18.24,0.248298394,157.44,10.3,0.065421748,1.73,0.011,4.49,0.0285,134.53,0.854,276.41,1.76,40.78,0.259,1.01,0.0064,,,6.44,0.0409,14.95,0.095,1.62,0.0103,11.72,0.074442691,,,,
east,normal,en,EN10,F,en-female,489.4,35.7,260,3.28,4.592,116.16,1.27,0.010933196,1.585294118,0.013647504,28.36227224,0.244165567,1105.637728,9.518231129,190.5251876,1.640196174,26.186388,0.225433781,4141.757771,35.65562819,313.1404073,2.695767969,225.9807074,1.9454262,103.88,0.76,0.007316134,15.92,0.153253754,0,0,2.09,0.020119369,13.53,0.130246438,129.52,6.68,0.051575046,1.52,0.0117,3.93,0.0303,79.51,0.614,552.38,4.26,36.67,0.2831,1.28,0.0099,448.23,3.46,4.45,0.0343,15.84,0.122,2.68,0.0207,14.76,0.113950297,Dead & rigor mortis when sampling (~10 min dead),,,
east,normal,en,EN11,M,en-male,144.2,25,90,0.92,3.49,130.76,1.61,0.012312634,1.61,0.012312634,19.13912111,0.146368317,1120.622722,8.57007282,215.4969775,1.648034395,33.25747053,0.254339787,3453.269025,26.40921555,285.8592354,2.186136704,191.7414791,1.466361877,,,,,,,,,,,,171.6,11.6,0.067599068,2.93,0.0171,4.76,0.0278,89.44,0.521,281.24,1.64,38.3,0.2232,1.06,0.0062,552.09,3.22,6.41,0.0374,14.83,0.086,1.82,0.0106,17.5,0.101994469,,,,
east,normal,en,EN12,M,en-male,247,29,150,2.07,2.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,normal,en,EN13,M,en-male,340,31.5,180,2.82,2.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.44,7.48,0.057344373,2.64,0.0203,4.01,0.0307,71,0.544,494.81,3.79,35.4,0.2714,1.9,0.0146,346.01,2.65,7.16,0.0549,19.32,0.148,,,15.97,0.122464555,,,,
east,normal,en,EN14,M,en-male,170.4,25.4,90,1.44,3.901,128.04,1.93,0.015073415,1.731470588,0.013522888,26.63022508,0.207983639,1146.066452,8.950847017,207.878135,1.623540573,22.71146838,0.177377916,4061.650589,31.72173219,304.1257592,2.375240231,175.562701,1.371155116,94.66,6.96,0.073526305,13.31,0.140608494,0.13,0.001373336,1.9,0.020071836,16.45,0.173779844,132.56,7.65,0.057709716,1.29,0.0097,3.25,0.0245,60.6,0.457,,,36.28,0.2737,1.17,0.0088,553.18,4.17,7.37,0.0556,19.75,0.149,,,17.54,0.13229464,,,,
east,normal,en,EN15,F,en-female,484.6,34.8,240,4.18,4.74,136.52,1.08,0.007910929,1.266176471,0.009274659,25.11961415,0.183999518,1044.005895,7.647274355,481.7256163,3.528608382,45.3471597,0.332164955,3936.07717,28.83150579,316.698821,2.319797986,221.2900322,1.620934897,84.46,0.65,0.007695951,15.7,0.18588681,0.12,0.001420791,2.44,0.028889415,18.51,0.219156997,151.8,5.43,0.035770751,0.8,0.0053,3.85,0.0254,88.02,0.58,1265.16,8.33,46.66,0.3074,1.36,0.009,437.3,2.88,6.08,0.04,16.27,0.107,5.08,0.0335,19.62,0.129252825,,,,
east,normal,en,EN16,M,en-male,152.4,25.5,60,0.87,4.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east,normal,en,EN17,F,en-female,681.7,39.2,380,5.96,3.012,133.12,1.62,0.012169471,1.184852941,0.008900638,25.11468382,0.188661988,972.0471597,7.302036957,205.6806002,1.545076624,29.33654877,0.220376719,3656.784566,27.46983598,314.5637728,2.363009111,190.2379421,1.429071079,,,,,,,,,,,,162.2,4.97,0.030641184,1.57,0.0097,4.07,0.0251,83.38,0.514,586.66,3.62,44.35,0.2734,1.26,0.0078,490.87,3.03,4.8,0.0296,16.99,0.105,2.81,0.0173,17.71,0.109189956,,,,
east,normal,en,EN18,M,en-male,335.5,31,160,2.63,4.912,83.68,1.58,0.018881453,1.513235294,0.018083596,32.69239014,0.390683439,1081.072883,12.91913101,236.8574491,2.830514449,31.45830654,0.375935786,4333.365488,51.78496042,308.3958557,3.685418926,205.2733119,2.453074951,61.44,2.1,0.034179688,18.1,0.294596354,0.29,0.004720052,1.51,0.024576823,22.49,0.366048177,141.8,7.16,0.050493653,0.99,0.007,3.26,0.023,47.71,0.336,507.12,3.58,36.86,0.2599,1.64,0.0116,595.27,4.2,6.36,0.0449,16.64,0.117,3.16,0.0223,19.42,0.136965927,,,,
east,normal,en,EN19,F,en-female,274.2,29.6,170,2.15,2.634,88.44,1.11,0.012550882,1.081911765,0.012233285,28.24340836,0.319351067,779.2926045,8.811540078,502.6423901,5.683428201,26.92250804,0.304415514,3518.220793,39.78087735,244.3444087,2.762826874,195.1897106,2.207029744,54.59,3.66,0.067045246,14.9,0.272943763,0.03,0.000549551,1.67,0.030591683,18.29,0.335043048,172.16,8.18,0.047513941,1.96,0.0114,4,0.0232,49.77,0.289,654.77,3.8,43.19,0.2509,1.29,0.0075,,,5.46,0.0317,16.86,0.098,2.17,0.0126,9.9,0.057487838,,,,
east,normal,en,EN2,M,en-male,80.9,20.5,50,0.56,3.729,85.84,1.35,0.015726934,1.842647059,0.021466065,23.05144695,0.268539689,863.0707395,10.05441216,358.6854234,4.178534755,25.54769561,0.29761994,3295.219721,38.38792778,245.5305466,2.860327896,176.4630225,2.055720206,102.26,4.28,0.041854097,13.42,0.131234109,0.02,0.00019558,2.65,0.025914336,20.13,0.196851164,129.44,6.74,0.052070457,1.86,0.0144,3.4,0.0263,78.57,0.607,284.32,2.2,34.7,0.2681,1.12,0.0087,475.56,3.67,5.62,0.0434,16.8,0.13,2.38,0.0184,13.72,0.105972202,,,,
east,normal,en,EN20,F,en-female,354,32.2,180,2.77,2.41,157.12,1.52,0.009674134,1.430882353,0.00910694,18.5437299,0.118022721,1232.197213,7.842395704,238.1564845,1.515761739,55.10075027,0.350692148,3846.660236,24.48230802,347.5384066,2.211929777,225.1163987,1.432767303,,,,,,,,,,,,120,6.66,0.0555,0.91,0.0076,3.69,0.0308,61.8,0.515,575.67,4.8,40.3,0.3358,1.23,0.0103,387.56,3.23,5.04,0.042,15.84,0.132,2.77,0.0231,12.06,0.100490354,,,,
