lake,ecotype,group,id,sex,group.loc.sex,mass,length,ventricle.mg,liver.g,per.red.muscle,WMprotein20x,COX.wm,COX.wm.prot,CS.wm,CS.wm.prot,MDH.wm,MDH.wm.prot,CPK.wm,CPK.wm.prot,PGI.wm,PGI.wm.prot,PFK.wm,PFK.wm.prot,TPI.wm,TPI.wm.prot,PK.wm,PK.wm.prot,LDH.wm,LDH.wm.prot,WMprotein10x,ActiveGPase,ActiveGPase.protein,TotalGPase,TotalGPase.protein,ActiveGSase,ActiveGSase.protein,TotalGSase,TotalGSase.protein,GPDH,GPDH.protein,ProteinLiv.20x,COX.liv,COX.liv.prot,HOAD.liv,HOAD.liv.prot,CS.liv,CS.liv.prot,MDH.liv,MDH.liv.prot,CPK.liv,CPK.liv.prot,PGI.liv,PGI.liv.prot,PFK.liv,PFK.liv.prot,TPI.liv,TPI.liv.prot,ADL.liv,ADL.liv.prot,GAPDH.liv,GAPDH.liv.prot,PK.liv,PK.liv.prot,LDH.liv,LDH.liv.prot,Notes.SampleQuality,Notes.EcotypeClassification,Notes.other,Labels.Notes
indian,normal,in,IN7,M,in-male,189.9,26.1,140,2.23,3.065,113.96,1.4,0.012285012,1.299117647,0.011399769,21.00107181,0.184284589,1146.066452,10.05674317,181.1071811,1.589217103,20.8278671,0.182764717,2760.450161,24.22297439,330.9324759,2.90393538,198.0707395,1.738072477,,,,,,,,,,,,124.36,4.65,0.037391444,,,3.12,0.0251,61.72,0.496,505.36,4.06,34.12,0.2744,1.37,0.011,178.64,1.44,4.85,0.039,11.75,0.094,,,10.07,0.080980537,Freshly dead,May be a hybrid,,
indian,normal,in,IN8,F,in-female,170.8,25.9,130,1.75,2.354,133.44,1.52,0.011390887,1.235294118,0.0092573,12.48156484,0.093536907,1178.145766,8.829030021,218.6709539,1.638721177,14.55460879,0.109072308,3393.729904,25.43262818,274.5909253,2.057785711,176.4630225,1.322414737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dead & rigor mortis when sampling (~10 min dead),,,
indian,normal,in,IN9,F,in-female,1025.1,46,550,6.95,,101.56,1.45,0.014277275,1.638617647,0.016134479,34.31618435,0.337890748,1056.156484,10.39933521,169.0694534,1.664724827,23.40428725,0.230447885,2960.718114,29.15240364,220.6216506,2.172328186,141.3504823,1.391792854,53.5,0.36,0.006728972,17.59,0.328785047,0.09,0.001682243,1.58,0.02953271,16.39,0.30635514,,,,,,,,,,,,,,,,,,,,,,,,,,parasitized,,,
temi,dwarf,td,TD1,M,td-male,72.5,20.6,40,0.36,2.724,51.16,1.55,0.030297107,0.827647059,0.01617762,20.03220793,0.391559967,922.7416935,18.03638963,77.94212219,1.523497306,17.62357985,0.344479669,2468.167203,48.24408137,179.6998928,3.512507678,104.437299,2.041385829,56.98,2.39,0.041944542,10.08,0.176904177,0.01,0.0001755,1.31,0.022990523,10.41,0.182695683,118,6.1,0.051694915,,,3.51,0.0297,96.27,0.816,492.18,4.17,37.09,0.3143,1.62,0.0137,309.39,2.62,7.45,0.0631,16.01,0.136,,,13.28,0.112567442,,,,
temi,dwarf,td,TD10,M,td-male,76.5,20.3,40,0.37,2.305,97.04,0.92,0.009480627,1.019117647,0.010502037,20.45980707,0.210838902,968.6810289,9.982285953,84.43729904,0.870128803,9.905144695,0.102072802,1284.962487,13.2415755,120.9860665,1.246764906,92.73311897,0.955617467,50.94,3.74,0.073419709,7.62,0.14958775,0,0,0.89,0.017471535,5.23,0.102669808,141.04,4.98,0.035309132,0.9,0.0064,3.78,0.0268,62.32,0.442,482.51,3.42,29.98,0.2125,2.8,0.0199,458.07,3.25,6.51,0.0461,10.86,0.077,,,13.15,0.09325534,Liver an odd color,,,
temi,dwarf,td,TD11,F,td-female,97.9,22.6,60,0.68,2.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.16,6.35,0.036046776,1.17,0.0066,3.5,0.0199,88.11,0.5,801.1,4.55,41.25,0.2342,1.33,0.0075,519.29,2.95,4.38,0.0249,11.81,0.067,3.25,0.0185,15.45,0.087723525,,May be a hybrid,,
temi,dwarf,td,TD12,M,td-male,83.4,21.2,50,0.57,2.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.76,4.16,0.033613445,1.46,0.0118,2.72,0.022,53.68,0.434,595.88,4.81,28.48,0.2301,1.75,0.0141,494.69,4,4,0.0323,10.22,0.083,2.95,0.0238,14.69,0.118720602,Dead & rigor mortis when sampling (~10 min dead),,,
temi,dwarf,td,TD13,F,td-female,64.1,18.9,50,0.26,3.047,74.44,1.63,0.02189683,1.873529412,0.025168316,23.68574491,0.318185719,929.4212219,12.48550809,128.8210075,1.73053476,26.73847803,0.35919503,2210.525188,29.69539479,173.1761343,2.326385469,122.8038585,1.649702559,,,,,,,,,,,,119.36,7.55,0.063254021,1.3,0.0109,2.46,0.0206,53.72,0.45,512.83,4.3,36.71,0.3076,1.28,0.0107,507.27,4.25,3.92,0.0328,8.78,0.074,3.18,0.0266,16.32,0.136742153,,,,
temi,dwarf,td,TD14,F,td-female,73.5,19.8,60,0.56,3.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59,,1.44,,3.68,,114.5,,362.54,,41.38,,1.28,,,,4.54,,12.68,,1.69,,8.58,,Freshly dead when sampled,,,
temi,dwarf,td,TD15,F,td-female,20.2,14.9,20,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.56,8.57,0.068802184,2.72,0.0218,3.47,0.0278,75.9,0.609,377.48,3.03,29.52,0.237,2.09,0.0168,610.03,4.9,6.05,0.0485,16.23,0.13,2.48,0.0199,17.92,0.143858149,Freshly dead when sampled,,,
temi,dwarf,td,TD16,M,td-male,81.2,20.5,50,0.47,,114.2,2.09,0.018301226,1.564705882,0.013701453,23.38263666,0.204751634,1265.594855,11.08226668,120.1607717,1.052195899,19.81028939,0.173470135,2262.486602,19.81161648,182.6652376,1.599520469,90.93247588,0.796256356,57.2,4.64,0.081118881,11.46,0.20034965,0,0,1.54,0.026923077,13.04,0.227972028,132.56,5.64,0.042546771,1.31,0.0099,4.98,0.0375,88.07,0.664,345.4,2.61,23.57,0.1778,1.36,0.0103,400.68,3.02,7.46,0.0563,13.53,0.102,,,14.41,0.108717378,Freshly dead when sampled,,,
temi,dwarf,td,TD17,M,td-male,79.6,20,40,0.46,3.734,106.2,1.46,0.013747646,1.204720588,0.011343885,21.67224009,0.204070057,1349.001072,12.70245831,97.86066452,0.921475184,16.88745981,0.159015629,1417.031083,13.34304221,170.068453,1.601397863,99.93569132,0.941014043,79.86,3.81,0.04770849,8.01,0.100300526,0.03,0.000375657,1.62,0.0202855,12.45,0.155897821,147.24,5.71,0.038780223,1.04,0.007,3.52,0.0239,81.7,0.555,610.39,4.15,33.26,0.2259,1.47,0.01,448.23,3.04,3.99,0.0271,10.4,0.071,2.37,0.0161,16.41,0.111439555,parasitized,,,
temi,dwarf,td,TD18,M,td-male,63.5,19.5,40,,3.816,71.16,0.99,0.01391231,0.833823529,0.011717588,14.72240086,0.206891524,1125.324759,15.81400729,68.19935691,0.95839456,12.67642015,0.178139687,1279.549839,17.98130746,102.4823151,1.440167441,75.62700965,1.062774166,47.38,3.63,0.076614605,8.23,0.173701984,0.1,0.002110595,1.67,0.03524694,6.66,0.14056564,117.76,3.6,0.030570652,0.78,0.0066,2.04,0.0173,105.73,0.898,390.66,3.32,28.53,0.2422,0.75,0.0064,448.23,3.81,5.79,0.0492,10.87,0.092,1.98,0.0168,12.17,0.10336026,,,,
temi,dwarf,td,TD19,F,td-female,70,19.5,60,0.41,3.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.24,7.51,0.060938007,1.31,0.0107,2.7,0.0219,59.66,0.484,557.65,4.52,40.24,0.3265,1.4,0.0113,470.1,3.81,5.5,0.0446,12.3,0.1,3.57,0.0289,17.35,0.140777778,,,,
temi,dwarf,td,TD2,F,td-female,76.1,20.3,60,0.56,2.964,134.64,1.8,0.013368984,1.340294118,0.00995465,23.33933548,0.173346223,1262.518757,9.376996116,178.4549839,1.325423232,21.46655949,0.159436716,3172.893891,23.56575974,241.9721329,1.797178646,126.0450161,0.936163221,71.36,1.96,0.027466368,14.43,0.202214126,0.22,0.00308296,1.65,0.023122197,15.32,0.214686099,119.08,5.18,0.043500168,1,0.0084,3.11,0.0261,56.17,0.472,377.92,3.17,35.94,0.3018,1.37,0.0115,468.46,3.93,5.57,0.0468,12.38,0.104,1.94,0.0163,11.99,0.100683482,,,,
temi,dwarf,td,TD20,M,td-male,32.4,15.1,20,0.22,,122.6,1.65,0.013458401,1.601970588,0.013066644,17.74265809,0.144719887,1204.86388,9.827600979,169.0369775,1.378768169,33.94812433,0.276901504,2576.42015,21.01484625,249.6820293,2.036558151,165.659164,1.351216672,66.1,4.82,0.072919818,10.77,0.162934947,0,0,1.98,0.029954614,9.99,0.151134644,124.76,8.62,0.069068572,2.715,0.0216,3.775,0.03035,61.44,0.497,694.54,5.575,34.435,0.27595,1.565,0.0126,490.045,3.97,5.74,0.0459,15.765,0.127,3.87,0.0321,17.515,0.141032636,,,,
temi,dwarf,td,TD21,F,td-female,75.5,20.1,40,0.34,3.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,6.1,0.027111111,1.83,0.0081,3.2,0.0142,78.22,0.348,360.34,1.6,42.76,0.1901,1.48,0.0066,,,5.43,0.0242,12.81,0.057,1.59,0.0071,12.5,0.055562701,very large gall bladder,,,
temi,dwarf,td,TD22,F,td-female,55,18.5,40,0.36,4.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.36,6.49,0.048665267,1.16,0.0087,3.03,0.0227,82.01,0.615,236.42,1.77,33.98,0.2548,,,378.81,2.84,4.66,0.0349,11.97,0.09,2.39,0.018,13.8,0.103508237,parasitized,,,
temi,dwarf,td,TD23,F,td-female,66.2,19,40,0.57,4.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temi,dwarf,td,TD24,M,td-male,59.3,18.6,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temi,dwarf,td,TD3,M,td-male,84.4,20.8,50,0.52,3.641,95.52,1.92,0.020100503,1.111764706,0.011639078,26.41371919,0.276525536,1014.673098,10.62262456,117.9957128,1.235298501,15.92400857,0.166708632,1818.649518,19.03946313,192.1543408,2.011666047,119.1125402,1.24699058,56.54,3.95,0.069862045,9.75,0.172444287,0.07,0.001238062,1.39,0.024584365,13.75,0.243190661,159.96,5.25,0.032820705,0.95,0.006,2.77,0.0173,55.23,0.345,346.28,2.16,39.88,0.2493,1.69,0.0106,634.08,3.96,6.65,0.0416,16.14,0.101,2.94,0.0184,18.91,0.118208813,,,,
temi,dwarf,td,TD4,M,td-male,77.1,21.3,40,0.39,3.03,78.48,0.89,0.011340469,0.813235294,0.010362325,12.12433012,0.154489426,808.7942122,10.30573665,50.87888532,0.648303839,5.001286174,0.063726888,788.0814577,10.04181266,73.5405502,0.937061037,57.43151125,0.731798054,55.36,3.15,0.056900289,8.12,0.146676301,0.01,0.000180636,0.77,0.01390896,9.15,0.165281792,115.28,5.47,0.047449688,2.6,0.0225,3.02,0.0262,59.44,0.516,373.53,3.24,35.13,0.3047,1.82,0.0158,327.43,2.84,3.57,0.031,11.99,0.104,,,14.27,0.123808716,parasitized,,,
temi,dwarf,td,TD5,F,td-female,84,21.4,70,0.48,4.911,115.08,1.44,0.012513034,2.089705882,0.018158723,24.03215434,0.208829982,953.4499464,8.285105547,165.6270096,1.43923366,57.48231511,0.499498741,2651.114684,23.03714532,215.877099,1.8758872,192.6688103,1.674216287,86.92,1.7,0.019558214,15.01,0.172687529,0,0,2.72,0.031293143,13.32,0.153244363,139,8.71,0.062661871,1.73,0.0124,2.95,0.0213,62.54,0.45,796.27,5.73,38.23,0.275,1.62,0.0116,1033.12,7.43,6.94,0.0499,12.87,0.093,3.15,0.0227,17.19,0.123666983,,,,
temi,dwarf,td,TD6,F,td-female,85,21.5,50,0.44,2.99,82.84,1.26,0.015210043,1.612058824,0.019459909,17.7733119,0.214549878,992.0418006,11.97539595,242.5948553,2.928474835,23.7810075,0.287071554,1992.395498,24.05112866,162.5008932,1.96162353,124.9646302,1.508505917,60.1,4.82,0.080199667,10.01,0.16655574,0.01,0.000166389,1.67,0.027787022,8.41,0.139933444,133.32,7.51,0.056330633,1.3,0.0097,3.42,0.0256,81.66,0.613,354.63,2.66,33.1,0.2483,1.74,0.013,412.15,3.09,5.46,0.041,14.12,0.106,3.29,0.0246,16.06,0.120470246,parasitized,,,
temi,dwarf,td,TD7,F,td-female,79.1,20.9,60,0.51,5.202,109,1.4,0.012844037,1.729411765,0.015866163,29.4664523,0.270334425,1254.608789,11.51017238,122.3258307,1.122255328,26.02400857,0.238752372,2243.001072,20.57799149,180.0557342,1.65188747,97.14469453,0.89123573,58.22,1.45,0.024905531,10.12,0.173823428,0.1,0.001717623,2.21,0.037959464,7.96,0.136722776,152.36,5.96,0.039117879,0.94,0.0062,3.18,0.0209,58.28,0.383,409.56,2.69,41.68,0.2736,1.63,0.0107,479.39,3.15,5.93,0.0389,15.18,0.1,3.65,0.024,16.16,0.106042213,,,,
temi,dwarf,td,TD8,M,td-male,70.3,20.3,60,0.38,2.624,72.64,1.47,0.020236784,2.295588235,0.031602261,23.35305466,0.32149029,813.0332262,11.19263803,437.9635584,6.029234009,34.64094319,0.476885231,2960.176849,40.75133327,284.6730975,3.91895784,184.5659164,2.540830347,99.5,0.44,0.004422111,14.4,0.144723618,0.17,0.001708543,2.3,0.023115578,16.5,0.165829146,179.48,6.31,0.035157121,1.72,0.0096,3.28,0.0183,90.34,0.503,386.71,2.15,36.79,0.205,1.6,0.0089,481.03,2.68,5.55,0.0309,14.25,0.079,3.09,0.0172,17.15,0.09553322,,,,
temi,dwarf,td,TD9,F,td-female,61.8,20,40,0.38,4.387,95.64,1.11,0.011606023,1.451470588,0.015176397,15.05798499,0.157444427,888.5530547,9.290600739,147.7652733,1.545015405,14.93890675,0.15619936,2684.78135,28.07174143,155.3840657,1.624676555,92.19292605,0.963957822,54.33,3.74,0.068838579,13.27,0.244248113,0.13,0.002392785,1.56,0.028713418,10.33,0.190134364,121.76,5.4,0.04434954,1.2,0.0098,3.41,0.028,67.82,0.557,358.15,2.94,38.01,0.3122,1.31,0.0108,368.97,3.03,4.25,0.0349,10.08,0.083,4.75,0.039,16.25,0.133476429,,,,
temi,normal,tn,TN1,F,tn-female,111.8,23,60,0.46,2.911,117.64,1.55,0.013175791,1.575,0.013388303,28.12411576,0.239069328,1072.327974,9.115334699,203.5155413,1.7299859,75.34405145,0.640462865,3365.584137,28.60918172,191.7984995,1.630385069,138.829582,1.180122254,56.68,0.22,0.00388144,14.47,0.255292872,0.27,0.004763585,2.47,0.043577982,11.26,0.198659139,96.04,4.27,0.044460641,0.94,0.0098,2.98,0.031,54.41,0.567,313.76,3.27,36.28,0.3778,1.83,0.0191,353.12,3.68,4.65,0.0485,9.27,0.097,,,16.32,0.169945267,,May be a hybrid,,
temi,normal,tn,TN10,F,tn-female,106,22,70,0.68,2.081,112.04,1.82,0.016244199,1.770588235,0.01580318,18.51125402,0.165220047,1019.506967,9.099490959,155.8842444,1.391326708,25.49356913,0.227539889,2764.130761,24.67092789,227.738478,2.03265332,163.4083601,1.458482329,93.98,6.71,0.07139817,12.66,0.134709513,0.02,0.000212811,1.91,0.020323473,9.36,0.099595659,151.24,9.38,0.062020629,1.78,0.0118,5.98,0.0395,133.84,0.885,431.09,2.85,43.31,0.2864,1.26,0.0083,,,4.79,0.0317,12.08,0.08,0.68,0.0045,11.11,0.073476198,,May be a hybrid,,
temi,normal,tn,TN11,F,tn-female,103.3,22.3,90,3.74,3.201,129.84,1.88,0.014479359,2.254411765,0.017362999,30.36495177,0.233864385,1242.743837,9.571348098,217.5884244,1.675819658,39.52315113,0.304398884,3316.870311,25.54582803,275.5398357,2.122149073,153.414791,1.181568014,80.7,3.05,0.0377943,15.34,0.190086741,0.01,0.000123916,3.17,0.039281289,16.56,0.205204461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temi,normal,tn,TN12,M,tn-male,101.9,22.2,60,0.49,3.227,116.4,1.52,0.013058419,2.563235294,0.022020922,40.07073955,0.34425034,1033.612004,8.879828213,503.6543408,4.326927326,41.35262594,0.355263109,3234.165059,27.78492319,282.3008217,2.425264791,232.1028939,1.994011116,120.07,1.7,0.014158408,15.81,0.131673191,0.41,0.003414675,2.15,0.017906221,24.25,0.20196552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temi,normal,tn,TN13,F,tn-female,368.9,34,190,3.74,3.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temi,normal,tn,TN14,F,tn-female,239.8,28.2,120,1.64,3.782,68.52,1.94,0.028312901,1.6275,0.023752189,28.53547696,0.416454713,904.3729904,13.19867178,130.9860665,1.911647205,18.51125402,0.270158407,2687.920686,39.22826454,277.5562701,4.050733656,167.4598071,2.443955153,91.34,4.32,0.047295818,14.8,0.162031968,0.13,0.001423254,1.65,0.018064375,7.98,0.087365886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temi,normal,tn,TN15,M,tn-male,171.1,26.5,110,0.94,2.942,140.4,1.24,0.008831909,1.647058824,0.011731188,29.81286174,0.21234232,1012.915327,7.214496631,216.505895,1.542064779,36.32968917,0.25875847,3864.630225,27.5258563,256.2057878,1.824827548,159.807074,1.138227023,62.96,0.4,0.00635324,12.55,0.19933291,0.01,0.000158831,2.07,0.032878018,14.29,0.226969504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temi,normal,tn,TN2,M,tn-male,119,23.2,90,1.03,2.645,47.32,1.31,0.027683855,1.219544118,0.025772276,25.03241158,0.529002781,1057.650589,22.35102682,117.9957128,2.493569586,13.15273312,0.27795294,1931.232583,40.81218476,240.5606288,5.083698833,103.7170418,2.191822523,,,,,,,,,,,,112.56,6.96,0.061833689,,,4.3,0.0382,62.32,0.554,303.65,2.7,41.63,0.3699,1.37,0.0122,322.51,2.87,4.82,0.0428,14.25,0.127,,,11.63,0.103353238,,May be a hybrid,,
temi,normal,tn,TN3,M,tn-male,108.4,22.1,60,0.73,1.734,105.8,1.31,0.012381853,0.972794118,0.009194651,16.23794212,0.153477714,919.0240086,8.686427302,81.18971061,0.767388569,10.06752412,0.095156183,1842.465166,17.41460459,134.2352269,1.268763959,102.6366559,0.970100717,48.87,4.21,0.08614692,10.41,0.213014119,0.02,0.000409249,1.82,0.037241662,6.82,0.139553919,115.04,3.98,0.034596662,0.66,0.0057,3.56,0.0309,76.07,0.661,193.35,1.68,27.6,0.2399,1.51,0.0131,337.27,2.93,5.99,0.0521,12.22,0.106,,,11.98,0.10414384,"Freshly dead when sampled, parasitized",,,
temi,normal,tn,TN4,M,tn-male,130.5,24.7,90,0.97,2.739,84,1.31,0.015595238,2.120588235,0.025245098,31.50160772,0.375019139,1053.080386,12.53667126,159.1318328,1.894426581,36.6977492,0.436877967,2899.013934,34.51207064,276.3701322,3.290120621,184.5659164,2.19721329,77.96,1.02,0.013083633,15.52,0.199076449,0,0,2.24,0.028732683,4.47,0.057337096,114.76,6.28,0.0547229,2.17,0.0189,3.26,0.0284,51.58,0.449,619.61,5.4,37.29,0.3249,1.45,0.0126,341.64,2.98,3.34,0.0291,11.58,0.101,,,12.24,0.106667459,"large spleen, parasitized",,,
temi,normal,tn,TN5,M,tn-male,94.4,21.3,80,0.51,3.379,115.04,2.33,0.020253825,1.986558824,0.017268418,32.41093248,0.2817362,949.6355841,8.254829486,185.8703108,1.615701589,25.01725616,0.217465718,3650.289389,31.73061013,245.5305466,2.134305864,128.0257235,1.112880072,75.08,2.61,0.03476292,13.38,0.178209909,0.16,0.00213106,1.94,0.025839105,16.08,0.21417155,142.44,4.51,0.031662454,1.54,0.0108,3.75,0.0263,64.47,0.453,573.47,4.03,39.85,0.2798,1.87,0.0132,517.65,3.63,4.6,0.0323,15.26,0.107,3.13,0.022,16.1,0.113061651,,May be a hybrid,,
temi,normal,tn,TN6,M,tn-male,118.2,22.2,90,0.97,3.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.88,5.29,0.041045934,1.05,0.0081,3.24,0.0251,61.98,0.481,384.07,2.98,34.47,0.2674,1.95,0.0151,599.65,4.65,6.25,0.0485,17.37,0.135,1.71,0.0133,18.69,0.145031346,,,,
temi,normal,tn,TN7,F,tn-female,101.6,21.9,50,0.51,1.919,84.76,1.36,0.016045304,1.966176471,0.023196985,20.68167203,0.244002737,894.4426581,10.55265052,424.4489818,5.007656699,30.00771704,0.354031584,3514.648446,41.46588539,262.6109325,3.098288491,238.2700965,2.811114871,102.68,1.78,0.017335411,12.29,0.119692248,0.05,0.00048695,2.25,0.021912739,19.55,0.190397351,139.16,6.86,0.049295775,1.98,0.0142,2.93,0.021,71.78,0.516,299.26,2.15,32.73,0.2352,1.85,0.0133,572.86,4.12,5.63,0.0405,11.19,0.08,2.77,0.0199,17.58,0.126332178,,May be a hybrid,,
temi,normal,tn,TN8,M,tn-male,189.4,24.8,120,1.24,2.709,140.88,1.81,0.012847814,1.231598529,0.008742181,28.17824223,0.200015916,1025.659164,7.280374532,201.3504823,1.429233974,41.35262594,0.293530849,3290.889603,23.35952302,313.85209,2.227797345,207.073955,1.469860555,88.2,0.78,0.008843537,16.72,0.189569161,0,0,1.81,0.020521542,13.16,0.149206349,147.84,5.11,0.034564394,1.62,0.011,5.15,0.0348,75.04,0.508,396.38,2.68,29.86,0.202,1.51,0.0102,324.15,2.19,3.9,0.0264,11.14,0.075,,,15.92,0.107698772,,,,
temi,normal,tn,TN9,F,tn-female,112.9,22.8,80,1.16,3.667,108.24,1.44,0.013303769,1.875588235,0.017328051,27.46377278,0.253730347,1023.901393,9.459547238,209.4694534,1.935231462,35.79383708,0.330689552,3274.651661,30.25361845,282.3008217,2.608100718,194.9196141,1.800809443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parasitized,May be a hybrid,,
